tcin,week_start,sales,orders,receipts,oh_start,oh_end,source
94643459,2027-06-06,40.25823187080854,42.29082348022348,42.871546981698856,289.54438921582926,292.1577043267196,controller
94643459,2027-06-13,40.25823187080854,42.12749128579283,42.661549821804286,292.1577043267196,294.5610222777154,controller
94643459,2027-06-20,40.25823187080854,41.977283913855594,42.468427316985185,294.5610222777154,296.77121772389205,controller
94643459,2027-06-27,40.25823187063477,41.83914669820891,42.29082348022348,296.77121772389205,298.8038093334808,controller
94643459,2027-07-04,40.258231870403094,41.71210972226209,42.12749128579283,298.8038093334808,300.6730687488705,controller
94643459,2027-07-11,40.258231870403094,41.595281008800235,41.977283913855594,300.6730687488705,302.392120792323,controller
94643459,2027-07-18,40.258231870403094,41.48784025608445,41.83914669820891,302.392120792323,303.97303562012877,controller
94643459,2027-07-25,40.258231870403094,41.38903307934659,41.71210972226209,303.97303562012877,305.42691347198775,controller
94643459,2027-08-01,40.258231870403094,41.29816571360541,41.595281008800235,305.42691347198775,306.76396261038485,controller
94643459,2027-08-08,40.258231870403094,41.21460014245559,41.48784025608445,306.76396261038485,307.9935709960662,controller
94643459,2027-08-15,40.258231870403094,41.137749618350504,41.38903307934659,307.9935709960662,309.12437220500965,controller
94643459,2027-08-22,40.258231870403094,41.06707454279154,41.29816571360541,309.12437220500965,310.1643060482119,controller
94643459,2027-08-29,40.25823187063477,41.00207867793891,41.21460014245559,310.1643060482119,311.1206743200328,controller
94643459,2027-09-05,40.25823187080854,40.94230566121075,41.137749618350504,311.1206743200328,312.00019206757474,controller
94643459,2027-09-12,40.25823187080854,40.88733580198938,41.06707454279154,312.00019206757474,312.8090347395578,controller
94643459,2027-09-19,40.25823187080854,40.83678313499044,41.00207867793891,312.8090347395578,313.5528815466882,controller
94643459,2027-09-26,40.2582318706927,40.79029270937103,40.94230566121075,313.5528815466882,314.23695533720627,controller
94643459,2027-10-03,40.258231870403094,40.74753809702925,40.88733580198938,314.23695533720627,314.8660592687925,controller
94643459,2027-10-10,40.258231870403094,40.708219101305104,40.83678313499044,314.8660592687925,315.44461053337983,controller
94643459,2027-10-17,40.258231870403094,40.6720596472684,40.79029270937103,315.44461053337983,315.97667137234777,controller
94643459,2027-10-24,40.258231870403094,40.6388058448329,40.74753809702925,315.97667137234777,316.4659775989739,controller
94643459,2027-10-31,40.25823187075061,40.60822420619005,40.708219101305104,316.4659775989739,316.91596482952843,controller
94643459,2027-11-07,40.25823187080854,40.58010000436728,40.6720596472684,316.91596482952843,317.3297926059883,controller
94643459,2027-11-14,40.25823187080854,40.554235768338536,40.6388058448329,317.3297926059883,317.7103665800127,controller
94643459,2027-11-21,40.25823187080854,40.53044989496201,40.60822420619005,317.7103665800127,318.06035891539426,controller
94643459,2027-11-28,40.25823187057686,40.508575373653144,40.58010000436728,318.06035891539426,318.3822270491847,controller
94643459,2027-12-05,40.258231870403094,40.488458615030595,40.554235768338536,318.3822270491847,318.6782309471201,controller
94643459,2027-12-12,40.258231870403094,40.46995837140963,40.53044989496201,318.6782309471201,318.950448971679,controller
94643459,2027-12-19,40.258231870403094,40.4529447448747,40.508575373653144,318.950448971679,319.2007924749291,controller
94643459,2027-12-26,34.50705588891694,31.81053430369234,40.488458615030595,319.2007924749291,325.18219520104276,controller
94643459,2028-01-02,60.25,70.05111279993483,40.46995837140963,325.18219520104276,305.4021535724524,controller
94643459,2028-01-09,60.25,71.28736540172173,40.4529447448747,305.4021535724524,285.6050983173271,controller
94643459,2028-01-16,60.25,72.52468135516706,31.81053430369234,285.6050983173271,257.1656326210194,controller
94643459,2028-01-23,60.25,74.30214796118628,70.05111279993483,257.1656326210194,266.9667454209542,controller
94643459,2028-01-30,60.25,73.68957841119035,71.28736540172173,266.9667454209542,278.00411082267595,controller
94643459,2028-02-06,60.25,72.99974307358275,72.52468135516706,278.00411082267595,290.278792177843,controller
94643460,2026-08-30,25.14777850306409,6.0,54.0,45.0,73.85222149693591,plan
94643460,2026-09-06,35.206889904289724,24.0,60.0,73.85222149693591,98.64533159264617,plan
94643460,2026-09-13,35.206889904289724,18.0,36.0,98.64533159264617,99.43844168835646,plan
94643460,2026-09-20,35.206889904289724,36.0,6.0,99.43844168835646,70.23155178406674,plan
94643460,2026-09-27,35.20688990411597,24.0,24.0,70.23155178406674,59.02466187995077,plan
94643460,2026-10-04,35.206889903884296,30.0,18.0,59.02466187995077,41.817771976066474,plan
94643460,2026-10-11,35.206889903884296,24.0,36.0,41.817771976066474,42.61088207218217,plan
94643460,2026-10-18,35.206889903884296,36.0,24.0,42.61088207218217,31.40399216829787,plan
94643460,2026-10-25,35.206889903884296,36.0,30.0,31.40399216829787,26.197102264413573,plan
94643460,2026-11-01,35.206889904289724,51.17301596490874,24.0,26.197102264413573,14.990212360123849,controller
94643460,2026-11-08,35.206889904289724,51.87344658392685,36.0,14.990212360123849,15.783322455834124,controller
94643460,2026-11-15,35.206889904289724,51.823877202944956,36.0,15.783322455834124,16.5764325515444,controller
94643460,2026-11-22,35.206889904289724,51.77430782196306,51.17301596490874,16.5764325515444,32.54255861216342,controller
94643460,2026-11-29,35.206889904000136,50.77642494273999,51.87344658392685,32.54255861216342,49.20911529209013,controller
94643460,2026-12-06,35.206889903884296,49.734765150070814,51.823877202944956,49.20911529209013,65.8261025911508,controller
94643460,2026-12-13,35.206889903884296,48.69620344387952,51.77430782196306,65.8261025911508,82.39352050922957,controller
94643460,2026-12-20,35.206889903884296,47.66073982399959,50.77642494273999,82.39352050922957,97.96305554808526,controller
94643460,2026-12-27,35.206889903884296,46.687643884071115,49.734765150070814,97.96305554808526,112.49093079427178,controller
94643460,2027-01-03,35.206889903884296,45.77965168118446,48.69620344387952,112.49093079427178,125.98024433426698,controller
94643460,2027-01-10,35.206889903884296,44.93656958493476,47.66073982399959,125.98024433426698,138.43409425438227,controller
94643460,2027-01-17,35.206889903884296,44.15820396492755,46.687643884071115,138.43409425438227,149.9148482345691,controller
94643460,2027-01-24,35.206889903884296,43.440656841165875,45.77965168118446,149.9148482345691,160.48761001186926,controller
94643460,2027-01-31,35.206889904113424,42.77985923042831,44.93656958493476,160.48761001186926,170.2172896926906,controller
94643460,2027-02-07,35.20688990415161,42.17175425043425,44.15820396492755,170.2172896926906,179.16860375346656,controller
94643460,2027-02-14,35.20688990415161,41.612297121635756,43.440656841165875,179.16860375346656,187.4023706904808,controller
94643460,2027-02-21,35.20688990415161,41.097686688072365,42.77985923042831,187.4023706904808,194.9753400167575,controller
94643460,2027-02-28,35.20688990392249,40.62437610483639,42.17175425043425,194.9753400167575,201.9402043632693,controller
94643460,2027-03-07,35.206889903884296,40.18907208312211,41.612297121635756,201.9402043632693,208.34561158102073,controller
94643460,2027-03-14,35.206889903884296,39.78873413201265,41.097686688072365,208.34561158102073,214.2364083652088,controller
94643460,2027-03-21,35.206889903884296,39.420559333000895,40.62437610483639,214.2364083652088,219.6538945661609,controller
94643460,2027-03-28,35.20688990405805,39.08196644570202,40.18907208312211,219.6538945661609,224.63607674522493,controller
94643460,2027-04-04,35.206889904289724,38.77058005985803,39.78873413201265,224.63607674522493,229.21792097294787,controller
94643460,2027-04-11,35.206889904289724,38.48421479562535,39.420559333000895,229.21792097294787,233.43159040165904,controller
94643460,2027-04-18,35.206889904289724,38.2208604563309,39.08196644570202,233.43159040165904,237.30666694307138,controller
